,index,name,position,total_distance,total_time,category3
348,348,스테이미사 브런치&레스토랑,경기 하남시 미사강변동로 95 12블럭 2층 2010호,1690.0,1360.0,까페
349,349,,,,,
350,350,빈타그런스 브루잉 바,경기 하남시 미사강변중앙로 190 롯데캐슬스타 253호,1735.0,1382.0,카페
351,351,낙원할머니뼛칼 본점,경기 하남시 검단로 28 202호,7317.0,5845.0,한식당
352,352,곱분이곱창 감일점,경기 하남시 신우실로 61 101호,9726.0,7570.0,고기
353,353,수 스테이크(Soo Steak),경기 하남시 미사강변중앙로 181 더퍼스트테라스 2층 215호 216호,1869.0,1507.0,양식
354,354,신참떡볶이 하남덕풍점,경기 하남시 덕풍동로 111-10 A동 122호,3189.0,2542.0,분식
355,355,탐나는 피자 하남점,경기 하남시 신장1로33번길 41 1층 일부호,4728.0,3787.0,피자
356,356,짬뽕관 하남미사점,경기 하남시 미사강변중앙로 180 BL11동 1층 1012호,1821.0,1444.0,중국집
357,357,더노벰버라운지 하남감일점,경기 하남시 감일중앙로 80 아클라우드감일 상가2층 2074호,9417.0,7360.0,
358,358,우리할매떡볶이 하남덕풍점,경기 하남시 덕풍남로 8 1층 101호,3757.0,2944.0,분식
359,359,삼덕통닭 미사점,경기 하남시 미사강변중앙로 185 골든타임 1층 108호,1829.0,1479.0,치킨
360,360,,,,,
361,361,소당깨,경기 하남시 미사강변중앙로 185 골든타임 미사호수공원방면 1층 소당깨,1829.0,1479.0,고기
362,362,푸라닭 하남덕풍점,경기 하남시 덕풍북로 40,3244.0,2603.0,치킨
363,363,,,,,
364,364,,,,,
365,365,,,,,
366,366,바다동태탕솥밥전문점 하남풍산직영점,경기 하남시 조정대로 45 B1층 RB115호 RB116호,3576.0,2843.0,한식당
367,367,순정한우정육식당 미사점,경기 하남시 미사강변중앙로 164 1층 108호 109호 110호,2036.0,1626.0,고기
368,368,포시애틀 하남풍산점,경기 하남시 하남대로 947 하남테크노밸리 U1센터 1층 D-114a호,4059.0,3364.0,아시안 음식
369,369,여우애김밥 하남U1센터점,경기 하남시 하남대로 947 B동 115호,4059.0,3364.0,분식
370,370,,,,,
371,371,홍그린 로얄 스페셜,경기 하남시 아리수로 570 1층 1093호,1212.0,1008.0,양식
372,372,이가돈 매운갈비찜,경기 하남시 신평로55번길 22 1층,4737.0,3738.0,
373,373,갯벌의 조개 미사역점,경기 하남시 미사강변중앙로204번길 22 104 105호,1556.0,1254.0,해물
374,374,맛찬들왕소금구이 하남미사점,경기 하남시 미사강변중앙로170번길 10 신성프라자 1층 114~116호,1982.0,1592.0,고기
375,375,,,,,
376,376,몽계옥,경기 하남시 미사강변한강로334번길 28,1815.0,1471.0,한식당
377,377,등촌샤브칼국수 하남미사점,경기 하남시 미사강변남로 91 르보아파크2 2층 212호,2028.0,1624.0,분식
378,378,,,,,
379,379,,,,,
380,380,아담스꼬마김밥 미사점,경기 하남시 미사강변중앙로 174 해링턴타워레이크파크 1층 103호,1907.0,1505.0,분식
381,381,,,,,
382,382,교촌치킨 풍산지구점,경기 하남시 덕풍북로251번길 24 1층,3571.0,2873.0,치킨
383,383,,,,,
384,384,안주가 하남미사점,경기 하남시 미사강변중앙로170번길 10 1층,1982.0,1592.0,식당
385,385,라이크어시네마 하남미사점,경기 하남시 미사강변중앙로 226 1층 118호,1343.0,1102.0,카페
386,386,,,,,
387,387,,,,,
388,388,무국적식탁 하남점,경기 하남시 조정대로 150,2921.0,2404.0,한식당
389,389,장수한우곱창 옥천냉면,경기 하남시 덕풍동로 111-15 1층 108호 109호,3209.0,2557.0,한식당
390,390,보배반점 하남미사점,경기 하남시 미사강변중앙로 11 2층 202 203 204호,3666.0,3053.0,중국집
391,391,바른치킨 하남시청역점,경기 하남시 하남대로 851 1층 바른치킨 (경기도 하남시 덕풍동 309-63) (경기도 하남시 덕풍동 309-63),4266.0,3362.0,치킨
392,392,,,,,
393,393,무궁화주택 하남미사점,경기 하남시 미사강변중앙로170번길 10 1층 108 109호,1982.0,1592.0,식당
394,394,나타 커피 하우스,경기 하남시 하남유니온로 10 근린생활시설 1층 101호,4173.0,3344.0,카페
395,395,피자알볼로 감일거여점,경기 하남시 감일로102번길 6 1층,9693.0,7528.0,피자
396,396,우리 할매 떡볶이 하남감일점,경기 하남시 감일백제로83번길 24 1층 111호,10408.0,8115.0,분식
397,397,,,,,
398,398,조선부뚜막 하남감일점,경기 하남시 감일백제로180번길 17 122~123호,9638.0,7518.0,고기
399,399,,,,,
400,400,모모타코야끼 위례점,경기 하남시 위례대로6길 45-1 상가 1동 105호,13409.0,10385.0,일식당
401,401,완판도 미사점,경기 하남시 미사강변동로 95 힐스테이트미사역 그랑파사쥬 12-1BL 1층 1053호,1690.0,1360.0,고기
402,402,피자나라치킨공주 위례신도시점,경기 하남시 위례광장로 265 상가1동 107호,14028.0,11015.0,피자
403,403,,,,,
404,404,사모님 토스트,경기 하남시 미사강변동로 100-1 1층 1043호,1499.0,1186.0,간식
405,405,라운지 비 LOUNGE B,서울 서초구 효령로 89 서초훼미리하우스 상가 B01호,23558.0,18806.0,식당 아님
406,406,,,,,
407,407,,,,,
408,408,미사 메밀관,경기 하남시 미사강변한강로 270-1 호반써밋 상가 201동 1층 136호,1335.0,1082.0,한식당
409,409,노티드 하남 스타필드,경기 하남시 미사대로 750 하남스타필드 1층,4661.0,3740.0,카페
410,410,미사정육왕,경기 하남시 미사강변중앙로170번길 12 1층,1953.0,1568.0,고기
411,411,망월전,경기 하남시 미사강변한강로136번길 9 1층,547.0,465.0,식당
412,412,호빈초밥,경기 하남시 미사강변중앙로 189 115호,1787.0,1448.0,일식집
413,413,사심i,경기 하남시 미사강변북로30번안길 27,1611.0,1324.0,일식집
414,414,,,,,
415,415,동경규동 미사스퀘어점,경기 하남시 미사대로 520 C동 1층 C-132호,1967.0,1638.0,식당
416,416,,,,,
417,417,,,,,
418,418,,,,,
419,419,진대감 하남미사점,경기 하남시 미사강변중앙로 185 2층 207호 208호,1829.0,1479.0,고기
420,420,일동실비 하남덕풍점,경기 하남시 신장로 164 1층,4433.0,3510.0,식당
421,421,소소밀 베이커리(SoSoMeal Bakery),경기 하남시 신장동로29번안길 19 1층 103호,4220.0,3373.0,베이커리
422,422,,,,,
423,423,유로코피자 위례신도시점,경기 하남시 위례대로 190 (위례 효성해링턴 타워) 156호,13906.0,10912.0,
424,424,,,,,
425,425,타이반쩜 하남미사점,경기 하남시 미사강변중앙로 190 1층 145호,1735.0,1382.0,아시안 음식
426,426,고래맥주창고(하남미사점),경기 하남시 미사강변동로 121 더랜드시티 106호 고래맥주창고 하남미사점,1445.0,1177.0,주류
427,427,,,,,
428,428,또래오래 북위례점,경기 하남시 위례학암로 25 지하1층,12696.0,9846.0,치킨
429,429,바티토,경기 하남시 미사대로 410 상가 218호 바티토,954.0,784.0,양식
430,430,원조 양평해장국 미사점,경기 하남시 미사강변중앙로 174 해링턴타워 레이크파크 2층 202호 203호,1907.0,1505.0,해장국
431,431,카페키노(KAFE KINO),경기 하남시 미사강변한강로 135 스카이폴리스 나동 163호,490.0,358.0,카페
432,432,,,,,
433,433,,,,,
434,434,완벽한생갈비,경기 하남시 미사강변한강로334번안길 21 1층,1845.0,1492.0,고기
435,435,봉명동내커피 하남미사점,경기 하남시 미사강변한강로346번길 7 1층,1856.0,1501.0,카페
436,436,마라입구 미사점,경기 하남시 미사강변대로34번길 90 1층115호,2892.0,2324.0,
437,437,60계치킨 경기하남감일지구점,경기 하남시 신우실로 73 105호,9817.0,7665.0,치킨
438,438,감일돈,경기 하남시 감일백제로83번길 24 201호 2층 감일돈,10408.0,8115.0,고기
439,439,청담이상 하남미사역점,경기 하남시 미사강변중앙로 164 미타워 4층,2036.0,1626.0,일식집
440,440,디리포소,경기 하남시 감일로102번길 40 상가 1층 102호,9692.0,7531.0,양식
441,441,플로피(floffee),경기 하남시 미사대로 540 현대지식산업센터 한강미사2차 B동 113호,2138.0,1760.0,식당 아님
442,442,철뚝집 하남미사점,경기 하남시 미사강변서로 16 하우스디스마트밸리 지하1층 170호,3427.0,2738.0,고기
443,443,,,,,
444,444,,,,,
445,445,,,,,
446,446,,,,,
447,447,심야반점 하남미사점,경기 하남시 미사강변대로54번길 59,3024.0,2389.0,중국집
448,448,,,,,
449,449,소코아 하남감일점,경기 하남시 신우실로 67 2층 201호,9761.0,7625.0,식당
450,450,프랭크버거 하남신장점,경기 하남시 하남대로 815 1층,4487.0,3609.0,햄버거
451,451,BBQ하남신장점,경기 하남시 신장1로33번길 45 101호 bbq,4717.0,3778.0,치킨
452,452,멀티푸드 하남점,서울 강동구 고덕로 133,6416.0,5225.0,식당 아님
453,453,구가네 닭강정 호프,경기 하남시 미사강변한강로 270-1 호반써밋상가 1층 1-192호,1335.0,1082.0,치킨
454,454,하오마라 미사역점,경기 하남시 미사강변동로 85 힐스테이트 에코미사 1층,1759.0,1410.0,중국집
455,455,,,,,
456,456,짱꼬집(하남미사점),경기 하남시 미사강변중앙로 160 미사리버파크 1층 101호,2076.0,1654.0,고기
457,457,몸신 흑염소전문점,경기 하남시 검단산로 333,6299.0,5006.0,고기
458,458,하남돼지집 미사숲공원점,경기 하남시 미사강변대로54번길 15 1층,3010.0,2438.0,고기
459,459,,,,,
460,460,육회바른연어 미사점,경기 하남시 미사강변중앙로 180 힐스테이트 미사역 그랑파사쥬 1층 1009호(망월동),1821.0,1444.0,식당
461,461,,,,,
462,462,육쌈냉면 미사점,경기 하남시 미사강변중앙로204번길 45 성산타워풀러스 2층 205호,1381.0,1158.0,한식당
463,463,역전할머니맥주 하남북위례점,경기 하남시 위례학암로13번길 28 1층,12723.0,9871.0,
464,464,,,,,
465,465,궁사부,경기 남양주시 늘을1로16번안길 19 1층 궁사부,23712.0,18410.0,일식당
466,466,,,,,
467,467,스윗바니(Sweet Bunny),경기 하남시 신평로73번길 21 1층 101호,4721.0,3783.0,간식
468,468,,,,,
469,469,오쥬리 사랑채,경기 하남시 미사강변중앙로 214 1층 101 102 103호,1482.0,1260.0,고기
470,470,꾸브라꼬 숯불두마리치킨 감일점,경기 하남시 감일로 126 1층,9373.0,7271.0,치킨
471,471,생활맥주 하남미사점,경기 하남시 미사강변중앙로 181 퍼스트테라스 120호 생활맥주 하남미사점,1869.0,1507.0,호프
472,472,,,,,
473,473,겟레디커피(Get Ready Coffee),경기 하남시 미사강변동로 127 경서타워 1층 110호,1396.0,1141.0,카페
474,474,동해 강릉 초당짬뽕순두부 하남미사점,경기 하남시 미사대로 380 2층,675.0,510.0,
475,475,도미노피자 하남신장점,경기 하남시 하남대로 786-1,4734.0,3786.0,피자
476,476,소요일 미사직영점,경기 하남시 미사강변중앙로 200 1층 104호 105호,1573.0,1269.0,고기
477,477,후라토식당 하남미사점,경기 하남시 미사강변한강로 135 스카이폴리스 다동 2층 213호,490.0,358.0,일식당
478,478,육미애,경기 하남시 미사강변동로 127 경서타워 206호,1396.0,1141.0,고기
479,479,,,,,
480,480,,,,,
481,481,일산등심박이,경기 하남시 미사대로 472 1층 114 115호,1505.0,1223.0,고기
482,482,츠카미치,경기 하남시 미사강변한강로 270-1 1층 130호,1335.0,1082.0,일식집
483,483,박승광 해물 손칼국수 하남미사점,경기 하남시 미사강변한강로 135 스카이폴리스 다동 143호,490.0,358.0,분식
484,484,클린7080라이브,경기 하남시 미사대로 460 디스트릿 4층,1394.0,1149.0,
485,485,한끼홈쿡 미사본점,경기 하남시 미사강변대로 84 1층 한끼홈쿡 미사본점,2699.0,2157.0,식당 아님
486,486,,,,,
487,487,,,,,
488,488,연족,경기 하남시 미사강변중앙로 226 1층 129호 연족,1343.0,1102.0,고기
489,489,윈터포레스트1224(Winter Forest 1224),경기 하남시 검단산로 267 1층,5631.0,4515.0,카페
490,490,카페다예,경기 하남시 미사강변한강로334번길 29 1층,1829.0,1510.0,카페
491,491,족발예찬 하남미사점,경기 하남시 미사강변한강로158번길 41 1층,569.0,451.0,고기
492,492,가마솥 순대국 뼈도리탕,경기 하남시 감일중앙로 80,9417.0,7360.0,한식당
493,493,마라탕에 빠진날,경기 하남시 신장로 132 2층 마라탕에 빠진날,4756.0,3741.0,중국집
494,494,브라운돈까스 하남감일점,경기 하남시 감일백제로180번길 17 1동 121호 브라운돈까스,9638.0,7518.0,돈가스
495,495,진1926 하남미사,경기 하남시 미사대로 520 현대지식산업센터 한강미사 2차 D동 2층 242호,1967.0,1638.0,고기
496,496,,,,,
497,497,,,,,
498,498,야마이루식 우동,서울 용산구 서빙고로 17 몰동 1층 1059호,25822.0,20481.0,분식
499,499,나은치킨,인천 서구 원적로47번길 6 103동 상가(가좌동 풍림아파트),55327.0,44366.0,치킨
500,500,동백연화 미사점,경기 하남시 미사강변중앙로158번길 27 107.108,1931.0,1552.0,식당
501,501,,,,,
502,502,김가네 미사현대1차점,경기 하남시 미사대로 550 1층 c-1-048049호,2268.0,1853.0,분식
503,503,,,,,
504,504,매일의 식탁,경기 하남시 미사강변한강로 270-1 호반써밋 상가 1층 206호,1335.0,1082.0,식당
505,505,,,,,
506,506,철길부산집 하남감일점,경기 하남시 신우실로 73 1층 107호,9817.0,7665.0,식당
507,507,꾸브라꼬 숯불두마리치킨 위례점,경기 하남시 위례대로 190 135호,13906.0,10912.0,치킨
508,508,세광양대창 하남미사점,경기 하남시 미사강변중앙로 185 골든타임 106-107호,1829.0,1479.0,고기
509,509,에헴 양식당,경기 하남시 미사강변중앙로 217 2층 205호 B205호,1495.0,1240.0,고기
510,510,,,,,
511,511,춘리마라탕 미사점,경기 하남시 아리수로 570 1층 1072호,1212.0,1008.0,
512,512,올라잇(holaeat),경기 하남시 신우실로 73 뉴욕타워 1층 108호,9817.0,7665.0,식당
513,513,프랭크버거 하남감일 단샘점,경기 하남시 감일백제로 109 1층 104호,10327.0,8027.0,햄버거
514,514,레알 청아간장게장,경기 하남시 미사강변중앙로 173 미사리버에비뉴 2층206호,1940.0,1557.0,한식당
515,515,드로게리아,경기 하남시 미사동로 102-17 드로게리아,1754.0,1403.0,카페
516,516,사미반점 미사2호점,경기 하남시 미사강변한강로 155 SK V1 센터 1층 사미반점 미사2호점,212.0,156.0,중국집
517,517,최구야 김치찌개,경기 하남시 하남대로 947,4059.0,3364.0,한식당
518,518,다올 굴순두부,경기 하남시 신장로154번길 6 1층 다올 굴순두부,4593.0,3628.0,한식당
519,519,,,,,
520,520,효하우스 골목길포차,경기 하남시 수리북로 10-9 1층,4622.0,3653.0,식당
521,521,백채김치찌개 미사역점,경기 하남시 미사강변한강로 270-1 1층 200호,1335.0,1082.0,한식당
522,522,비비큐 풍산중앙점,경기 하남시 세미로1길 5 힐즈파크프라자 1층 104호,4129.0,3442.0,치킨
523,523,후우스,경기 하남시 미사대로 520 현대지식산업센터 한강미사2차 D동 2층 254호,1967.0,1638.0,카페
524,524,이속우화 구우몽,경기 하남시 미사대로 750 L1층,4661.0,3740.0,한식당
525,525,,,,,
526,526,팔당 북촌골 미사점,경기 하남시 미사대로 550,2268.0,1853.0,해물
527,527,,,,,
528,528,,,,,
529,529,,,,,
530,530,,,,,
531,531,,,,,
532,532,함무바 돼지 국밥,경기 하남시 미사강변동로84번길 29 헤리움 애비뉴어 1층 122호,1828.0,1421.0,한식당
533,533,,,,,
534,534,,,,,
535,535,풍산화우,경기 하남시 미사강변중앙로 11 1층 108 109 110 111호,3666.0,3053.0,고기
536,536,고봉민김밥인 하남미사역점,경기 하남시 미사강변동로 72 에스비비즈타워 101호,1877.0,1485.0,분식
537,537,,,,,
538,538,빙츄르 미사호수공원점,경기 하남시 미사강변중앙로 181 더퍼스트테라스 312호,1869.0,1507.0,디저트
539,539,쏘르제 루나(Sorge luna),경기 하남시 미사강변동로 95 지하 1층 B1013호,1690.0,1360.0,카페
540,540,,,,,
541,541,철길부산집 하남미사점,경기 하남시 미사강변중앙로 190 1층,1735.0,1382.0,식당
542,542,오닭꼬치 하남미사점,경기 하남시 미사강변대로226번안길 35 청담프라자 116호,1377.0,1197.0,일식당
543,543,디저트 카페(DESSERT CAFE) 널문,경기 하남시 감일백제로44번길 5 1층,11028.0,8617.0,카페
544,544,유우조우,경기 하남시 미사강변한강로158번길 48 1층 유우조우,609.0,509.0,일식당
545,545,황금코다리 하남 검단산점,경기 하남시 검단산로 275 2층 황금코다리 하남검단산점,5707.0,4569.0,해물
546,546,,,,,
547,547,오늘은 라면125 애니벤,경기 하남시 덕풍동로 111-21 1층 104호,3233.0,2576.0,분식
548,548,,,,,
549,549,호미스피자 미사점,경기 하남시 미사강변동로 95 1044호,1690.0,1360.0,
550,550,금수네밥집,경기 하남시 신장로136번길 24,4767.0,3761.0,한식당
551,551,마린보이 코다리1번가(망월점),경기 하남시 미사강변북로30번길 19 1층,1449.0,1178.0,해물
552,552,배가 푸지미,경기 하남시 신평로55번길 41,4632.0,3657.0,식당
553,553,,,,,
554,554,,,,,
555,555,홍송우렁쌈밥,경기 하남시 미사강변중앙로 218 성산타워 2층,1355.0,1119.0,한식당
556,556,,,,,
557,557,고피자 하남미사점,경기 하남시 아리수로 570 1층 1073호,1212.0,1008.0,피자
558,558,맘스터치 피자앤치킨 하남시청역점,경기 하남시 하남대로 792,4678.0,3745.0,피자
559,559,마장동 정 순대국,경기 하남시 미사강변서로 25 제RB113호 (지상 1층 CU편의점 옆),3438.0,2742.0,식당
560,560,,,,,
561,561,왔따쪽갈비(하남미사점),경기 하남시 미사강변대로34번안길 19 1층 104호 왔따쪽갈비 하남미사점,3039.0,2400.0,
562,562,스와(soir),경기 하남시 미사강변한강로136번길 25 수란가옥 1층,534.0,485.0,호프
563,563,YELLOW75 CAFE(옐로우75 카페),경기 하남시 초광산단로 75,7075.0,5483.0,카페
564,564,365 한쌈,경기 하남시 미사강변중앙로198번길 29 1층 117호,1490.0,1210.0,아시안 음식
565,565,계림원 미사중앙점,경기 하남시 미사강변중앙로 223 111호 112호,1423.0,1189.0,치킨
566,566,별룸포차,경기 하남시 미사강변중앙로 220 12층 1205호,1433.0,1167.0,식당
567,567,,,,,
568,568,,,,,
569,569,카츠키,경기 하남시 미사강변한강로354번길 24 102호,2026.0,1628.0,돈가스
570,570,,,,,
571,571,,,,,
572,572,봉맥,경기 하남시 미사강변북로30번길 41,1559.0,1257.0,호프
573,573,,,,,
574,574,한솥도시락 하남감일점,경기 하남시 감일백제로180번길 17 퀸즈에비뉴 1층 125호,9638.0,7518.0,식당 아님
575,575,,,,,
576,576,,,,,
577,577,,,,,
578,578,미사 참숯불갈비,경기 하남시 미사강변한강로 290-3 상가동 119호,1378.0,1111.0,한식당
579,579,나무루,경기 하남시 미사강변남로 99 106호 107호,1960.0,1573.0,일식집
580,580,달빛오징어광어미사점,경기 하남시 미사강변중앙로 189 에코브리지2 1층 120호,1787.0,1448.0,해물
581,581,마시내 하남감일점,경기 하남시 감일중앙로 80 푸르지오 마크베르 1층 상가 1011호 1012호,9417.0,7360.0,중국집
582,582,,,,,
583,583,소플러스서하남점,경기 하남시 감초로 64,8257.0,6444.0,고기
584,584,,,,,
585,585,심플레이스 하남점,경기 하남시 미사강변한강로 295 112 113 114 115호,1262.0,987.0,카페
586,586,자담치킨 하남풍산점,경기 하남시 세미로1길 7,4181.0,3479.0,
587,587,프랭크버거 하남점,경기 하남시 미사강변대로34번길 72 골든프라자 1층 106호,2955.0,2399.0,햄버거
588,588,로드샌드위치 하남미사점,경기 하남시 미사강변대로226번길 80 102호,1305.0,1145.0,간식
589,589,목삼고집,경기 하남시 미사강변중앙로 181 더퍼스트테라스 1층 109호,1869.0,1507.0,고기
590,590,미태리 하남감일점,경기 하남시 감일백제로180번길 20 반도유스퀘어 2층 203호,9671.0,7542.0,양식
591,591,파더스 베이글 하남미사점,경기 하남시 미사강변한강로 270-1 호반써밋상가 1층 201동 1-190호,1335.0,1082.0,카페
592,592,헤라스 빈야드,경기 하남시 미사강변동로 125 미사푸르지오시티A동 121호,1351.0,1108.0,주류
593,593,명품키친 하남점,경기 하남시 미사강변북로30번길 161 1층,1410.0,1156.0,한식당
594,594,,,,,
595,595,,,,,
596,596,인생아구찜 미사점,경기 하남시 미사강변중앙로 220 1층 109호,1433.0,1167.0,해물
597,597,우대포 미사직영점,경기 하남시 미사강변동로 100-1 판매시설동 1030호,1499.0,1186.0,고기
598,598,인생객잔,경기 하남시 미사강변중앙로 189 에코브릿지2 수변 121호,1787.0,1448.0,중국집
599,599,청년분식 하남미사점,경기 하남시 미사대로 520 1층 DC01-026호,1967.0,1638.0,분식
600,600,포하이퐁 미사점,경기 하남시 미사강변서로 16 1층 알101호,3427.0,2738.0,아시안 음식
601,601,정오리 돌판구이,경기 하남시 미사강변북로30번안길 20 1층,1585.0,1335.0,한식당
602,602,Wine Maria(와인마리아),경기 하남시 미사강변중앙로 157 리버테라스 2층 203-1호,2107.0,1676.0,주류
603,603,피자스톰 미사점,경기 하남시 미사강변남로 125 미사역마이움푸르지오 102동 125호,1856.0,1470.0,피자
604,604,,,,,
605,605,,,,,
606,606,오고가 미사점,경기 하남시 미사강변남로 87 205호,2131.0,1723.0,해물
607,607,,,,,
608,608,구이가 감일점,경기 하남시 감일중앙로 80 감일 푸르지오 마크베르 1층,9417.0,7360.0,고기
609,609,째깍섬 키즈클래스 하남,경기 하남시 미사강변한강로 135 미사스카이폴리스 나동 2층 251 252호,490.0,358.0,카페
610,610,,,,,
611,611,,,,,
612,612,방배동 할매쭈꾸미 하남미사점,경기 하남시 미사강변한강로 295 1층 136호,1262.0,987.0,해물
613,613,배부장찌개 미사역점,경기 하남시 미사강변중앙로204번길 45 1층 110호111호,1381.0,1158.0,한식당
614,614,,,,,
615,615,세화갈비 미사점,경기 하남시 미사강변한강로 270-1 메인광장 1층 1-215 216호,1335.0,1082.0,
616,616,호식이두마리치킨 미사1호점,경기 하남시 미사강변서로 16 1층 알103호,3427.0,2738.0,치킨
617,617,키슬,경기 하남시 미사강변중앙로 161 113호 (건물 뒷편 수변공원라인),2048.0,1635.0,양식
618,618,,,,,
619,619,카라핑 카페,경기 하남시 미사대로 472 SR광장프라자 1층,1505.0,1223.0,카페
620,620,육이구낙곱새 하남미사점,경기 하남시 미사강변한강로220번길 51 1층 102호,831.0,740.0,한식당
621,621,타붕,경기 하남시 세미로1길 5 B02호,4129.0,3442.0,카페
622,622,띤띤 드 타마린드 하남스타필드점,경기 하남시 미사대로 750 1층 스타벅스옆,4661.0,3740.0,아시안 음식
623,623,스파게티스토리 스카이폴리스점,경기 하남시 미사강변한강로 135 나동 1층 133호,490.0,358.0,
624,624,,,,,
625,625,퀸즈 당구장,경기 하남시 신장로136번길 7 2층,4753.0,3741.0,식당 아님
626,626,우리할매떡볶이 하남미사점,경기 하남시 미사강변대로226번안길 25 1층 우리할매 떡볶이,1357.0,1183.0,분식
627,627,바캉스인미사,경기 하남시 미사강변한강로346번길 23 1층 바캉스인미사,1934.0,1586.0,카페
628,628,,,,,
629,629,미사전,경기 하남시 미사강변한강로136번길 9 1층,547.0,465.0,
630,630,하남냉삼0458,경기 하남시 미사대로 550 C1-093C1-094호,2268.0,1853.0,한식당
631,631,전설낙곱새 위례송파점,경기 하남시 위례대로 190 152-1호,13906.0,10912.0,한식당
632,632,대동면옥 올림픽공원직영점,경기 하남시 감일남로 30 1층,10887.0,8441.0,한식당
633,633,,,,,
634,634,,,,,
635,635,롤링파스타 미사강변중앙점,경기 하남시 미사강변동로 85 힐스테이트에코미사 2층 213 214호,1759.0,1410.0,양식
636,636,명품빨강오뎅,경기 하남시 미사강변중앙로 174 효성해링턴타워레이크파크 1층 119호,1907.0,1505.0,분식
637,637,카페 루가노,경기 하남시 감일로102번길 1 1층 카페 루가노,9633.0,7456.0,카페
638,638,하남 삼육식당,경기 하남시 미사대로 520 현대지식산업센터 한강미사2차 1층 DC01-019호,1967.0,1638.0,한식당
639,639,화포식당 미사강변점,경기 하남시 미사강변한강로 165 A동 216호217호,381.0,274.0,고기
640,640,발라티에,경기 하남시 위례학암로13번길 10 지1층,12693.0,9816.0,양식
641,641,,,,,
642,642,하남 찰리황,경기 하남시 미사강변대로 48 1층 109호,3071.0,2452.0,중국집
643,643,별난아재맥주 하남미사점,경기 하남시 미사강변한강로158번길 52 1층 101호,623.0,519.0,호프
644,644,파스타입니다 하남점,경기 하남시 미사강변대로 52 1층 111호 파스타입니다 하남점,3057.0,2444.0,양식
645,645,피플 파스타(PEOPlE),서울 강남구 도산대로81길 13,17290.0,13652.0,양식
646,646,,,,,
647,647,,,,,
648,648,페이브 베이커리 미사역점,경기 하남시 미사강변동로 95 1층 1150호,1690.0,1360.0,카페
649,649,,,,,
650,650,오롯한상,경기 하남시 미사대로 520 1층 DC01-010 DC01-011DC01-012호( 덕풍동 현대지식산업센터 한강미사2차 (25BL)),1967.0,1638.0,
651,651,아담스 꼬마김밥 위례점,경기 하남시 위례대로 220 위례지웰푸르지오 상가동 103호,13659.0,10718.0,분식
652,652,스시코호시 미사,경기 하남시 미사강변동로 100-1 2층 2008호(망월동 미사 역 파라곤 스퀘어),1499.0,1186.0,일식당
653,653,노모어 피자 하남시청역점,경기 하남시 하남대로 830-1 B1층 B113호,4302.0,3419.0,피자
654,654,신세대맥주 미사,경기 하남시 아리수로 570 1층 1024호,1212.0,1008.0,호프
655,655,멜팅슬로우,경기 하남시 미사강변북로30번길 37 1층 102호 멜팅슬로우,1543.0,1246.0,카페
656,656,봄봄 하남미사점,경기 하남시 미사강변한강로 135 나동 1층 164호,490.0,358.0,한식당
657,657,와하카,경기 하남시 미사강변중앙로111번안길 32 1층 와하카,2395.0,1940.0,
658,658,청정플러스수산,경기 하남시 미사강변한강로 290-3 . 상가2동 132호,1378.0,1111.0,한식당
659,659,에이트리 카페,경기 하남시 역말로 37 1층,5166.0,4071.0,카페
660,660,현야,경기 하남시 미사강변중앙로 190 142호,1735.0,1382.0,식당
661,661,꼼떼 갈비살,경기 하남시 감일로 17 1층 2층,10455.0,8093.0,고기
662,662,스쿨푸드 미사딜리버리점,경기 하남시 미사강변중앙로111번안길 27 1층,2445.0,1951.0,분식
663,663,돈소풍,경기 하남시 천현로 120  1층,5556.0,4522.0,고기
664,664,편백상회 하남점,경기 하남시 미사강변중앙로204번길 45 성산타워플러스 2층 206호,1381.0,1158.0,샤브샤브
665,665,제주은희네해장국 하남미사점,경기 하남시 미사강변중앙로 185 골든타임 101호 102호,1829.0,1479.0,해장국
666,666,모랑 하남지산IS점,경기 하남시 미사대로 510 1층 107호,1894.0,1527.0,한식당
667,667,,,,,
668,668,,,,,
669,669,두레통닭 하남감일점,경기 하남시 감일백제로180번길 30-1 근린생활동 지1층 110호,9619.0,7522.0,치킨
670,670,,,,,
671,671,BBQ치킨 감일점,경기 하남시 감일백제로 109,10327.0,8027.0,치킨
672,672,큰집닭강정 위례점,경기 하남시 위례대로6길 95 206호,12939.0,10045.0,
673,673,맘스터치 하남풍산점,경기 하남시 덕풍동로 111 1층 111호 풍산캐슬빌딩,3157.0,2517.0,햄버거
674,674,리리삼,경기 하남시 수리북로34번길 3 1층,4380.0,3448.0,고기
675,675,비와별닭갈비 스타필드 위례점,경기 하남시 위례대로 200,13812.0,10847.0,고기
676,676,,,,,
677,677,폴트버거 스타필드 하남점,경기 하남시 미사대로 750 3층,4661.0,3740.0,햄버거
678,678,,,,,
679,679,,,,,
680,680,까페 아르볼 하남미사점,경기 하남시 미사강변한강로224번안길 25 1층,788.0,686.0,카페
681,681,돌깨마을맷돌순두부 하남미사점,경기 하남시 미사대로 550 현대지식산업센터 1차 게이트5번건물 2층 64호,2268.0,1853.0,한식당
682,682,천호용궁알탕 하남미사점,경기 하남시 미사강변중앙로 190 281호,1735.0,1382.0,한식당
683,683,아라치 하남미사점,경기 하남시 미사강변중앙로 181 1층,1869.0,1507.0,
684,684,,,,,
